stock,89年1-6月,稅後純益,89年1-6月,增(減)(%),期末股本,稅後純益,89年1-6月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,89年1-6月,增(減)(%),營業利益,89年1-6月,營業外
1721,255761,-25062,8422,,959345,-0.26,0.09,8.1082,58.1612,1,0.6,1721,三晃,386223,737717,-47.65,-2977,-248589,-13679
1722,-41570,444783,138382,221.42,9800000,0.45,0.14,31.1851,62.2112,10.87,8.02,1722,台肥,3950854,4034159,-2.06,282380,97609,271342
1723,201383,259347,381070,-31.94,1583355,1.64,2.65,14.5028,64.7275,1.69,1.57,1723,中碳,1325364,1440537,-8,245533,235772,87157
1724,10170,52036,61459,-15.33,1649140,0.32,0.37,9.4567,58.2337,0.94,0.7,1724,台硝,850490,849221,0.15,96756,65091,-32742
1725,-1188,22581,29511,-23.48,536122,0.42,0.57,11.1496,27.2014,1.05,0.79,1725,元禎,1650434,1393597,18.43,23010,33787,-160
1726,21633,256145,284502,-9.97,1562489,1.64,1.82,21.9907,72.7164,2.42,1.71,1726,永記,2389324,2409672,-0.84,303017,365445,28690
1727,653,3371,18858,-82.12,470000,0.07,0.47,14.7933,70.5262,1.99,1.1,1727,中華化,307625,275411,11.7,4645,17465,-3014
1729,11976,338085,149736,125.79,1284364,2.63,2.06,13.535,78.3208,2.58,2.27,1729,必翔,919152,517397,77.65,396654,189929,46374
18,-281597,793435,406208,95.33,28245438,0.28,0.15,14.2308,71.0644,1.52,0.76,18,玻璃陶瓷類,8997493,10673596,-15.7,1061678,902053,79946
1802,37637,1347205,796059,69.23,12000000,1.12,0.72,19.8669,83.2186,3.32,1.9,1802,台玻,5378015,6026789,-10.76,1237264,932422,409941
1805,-227886,-134389,-315398,-57.39,3500000,-0.38,-0.9,5.1296,59.6396,0.99,0.25,1805,凱聚,348603,550973,-36.73,-97656,-66633,-36733
1806,4138,-157390,72394,,3446754,-0.46,0.21,9.3477,60.6552,0.84,0.32,1806,信益,636782,831607,-23.43,-21484,60655,-155901
1807,-38024,-203221,-157977,28.64,2518206,-0.81,-0.63,8.9231,56.6255,0.73,0.24,1807,羅馬,443048,702168,-36.9,-105812,-119953,-97409
1808,-44772,-57198,-172865,-66.91,950914,-0.6,-1.82,2.4932,20.7281,0.13,0.08,1808,國賓瓷,66081,97895,-32.5,-32965,-128093,-20041
1809,61973,47509,121641,-60.94,1640079,0.29,0.74,12.5655,61.9204,1.42,0.75,1809,中釉,810206,836157,-3.1,50242,76086,21612
1810,-74663,-49081,62354,,4189485,-0.12,0.15,16.2145,60.9133,1.18,0.55,1810,和成,1314758,1628007,-19.24,32089,147569,-41523
19,547754,-430571,3042576,,43356256,-0.1,0.72,11.7001,53.3506,1.5,0.73,19,造紙類,24880955,29453391,-15.52,78252,2905711,-439134
1902,-27438,-288990,303338,,5600000,-0.52,0.54,10.7497,44.388,0.97,0.25,1902,臺紙,2162038,2414001,-10.44,11208,330776,-300198
1903,794126,-212107,657855,,2600391,-0.82,2.73,15.2378,44.7186,1.08,0.6,1903,士紙,920173,1047359,-12.14,-174091,-111687,-40324
1904,3500,33306,703204,-95.26,9900000,0.03,0.74,12.3629,49.5887,1.41,0.53,1904,正隆,6994939,8696244,-19.56,126160,810907,-91398
1905,-11541,-324233,483439,,5631847,-0.58,0.92,11.5123,72.2577,5.42,3.06,1905,華紙,2355340,3171933,-25.74,-248908,654751,-39504
1906,-79283,-25483,-64224,-60.32,1918000,-0.13,-0.33,5.7249,54.6198,1.04,0.87,1906,寶隆,879686,938303,-6.25,4696,15059,-29155
1907,-28824,313943,771342,-59.3,12590433,0.25,0.63,11.9905,54.4187,1.69,1,1907,永豐餘,9105938,10147016,-10.26,339434,866736,2509
1909,-102786,72993,187622,-61.1,5115585,0.14,0.37,11.392,62.9735,2.78,2.12,1909,榮成,2462841,3038535,-18.95,19753,339169,58936
20,264562,1930721,14808082,-86.96,174794305,0.11,0.86,12.5888,52.3966,1.12,0.5,20,鋼鐵類,113999188,129378480,-11.89,5877715,16419507,-3111682
2002,1978596,3687287,12842853,-71.29,87961396,0.42,1.49,14.214,60.3769,1.45,0.77,2002,中鋼,44735748,51900314,-13.8,4488318,12275538,-87075
2005,-43247,-29667,-53720,-44.77,3545225,-0.08,-0.15,1.4979,15.4521,0.45,0.31,2005,友力,568482,618097,-8.03,-1030,-10461,-28578
2006,-55742,-118994,503526,,6801285,-0.18,0.69,14.8424,42.1412,0.87,0.34,2006,東鋼,6502716,7102975,-8.45,302668,603900,-354070
2007,-312043,-452697,77994,,4464106,-1.01,0.17,13.6042,30.0289,0.69,0.09,2007,燁興,5260525,7648315,-31.22,50313,408903,-492284
2008,-172756,-250083,-164576,51.96,4238266,-0.59,-0.39,8.8794,31.6468,0.53,0.16,2008,高興昌,3364338,4980455,-32.45,-62371,5795,-187825
2009,35623,-171339,143362,,3578330,-0.48,0.4,9.8338,73.2755,2.17,1.28,2009,第一銅,1337226,1387501,-3.62,79994,136594,-294927
2010,68936,190955,228226,-16.33,4781908,0.4,0.48,15.4886,56.47,1.71,0.93,2010,春源,5046387,5208265,-3.11,143653,207340,89768
2012,-42758,10461,-27934,,2877740,0.04,-0.1,9.1879,46.5619,1.19,0.67,2012,春雨,1604877,1931817,-16.92,54422,6026,-44250
2013,20063,130394,107671,21.1,1411031,0.92,0.78,18.591,45.7192,1.14,0.72,2013,中鋼構,3051834,2013078,51.6,143735,96483,704
2014,-631041,-1164857,-275722,322.48,11443361,-1.02,-0.24,8.54,32.2361,1.13,0.21,2014,燁隆,8920270,11314168,-21.16,-488019,355319,-676838
2015,-63125,87059,175558,-50.41,5395658,0.16,0.31,11.6781,59.8625,1.01,0.29,2015,豐興,5066317,4783886,5.9,156201,316995,-45933
2016,-120881,-27601,67233,,2659972,-0.1,0.25,7.1241,30.1333,0.49,0.29,2016,名佳利,1660977,1504752,10.38,94081,201777,-105117
2017,-77026,-88930,111819,,4507940,-0.2,0.25,8.6215,59.4651,0.93,0.3,2017,嘉益,1531765,2128278,-28.03,-9229,190615,-79701
2020,64196,11136,95207,-88.3,1170118,0.1,0.81,11.6452,58.6056,1.49,0.6,2020,美亞,1126880,1259532,-10.53,25823,33594,-10826
2022,79409,-92146,32719,,4247693,-0.22,0.08,8.4097,65.4476,0.28,0.15,2022,聚亨,613695,698240,-12.11,-38909,-45637,-53237
2023,-136616,238986,477242,-49.92,7971788,0.3,0.64,13.3393,50.8942,0.88,0.45,2023,燁輝,8835348,10039018,-11.99,488306,696622,-197528
2024,-55982,-158194,-92656,70.73,1496272,-1.06,-0.6,9.1767,43.1565,0.45,0.21,2024,志聯,650662,878331,-25.92,-64436,-36674,-93758
2025,3338,36149,78495,-53.95,3228341,0.11,0.24,8.2973,50.8941,0.54,0.2,2025,千興,1773054,1329494,33.36,-23138,95127,-37337
2027,-88607,-16309,141982,,2480410,-0.07,0.57,12.9536,54.6538,1.18,0.76,2027,大成鋼,1211476,2009334,-39.71,127879,274428,-160927
2028,-165822,-107936,-206353,-47.69,4026892,-0.27,-0.51,9.5479,41.014,0.92,0.1,2028,威致,1932656,1959850,-1.39,84205,-72306,-192141
2029,-2911,178262,229556,-22.34,3180000,0.56,0.72,17.6542,59.8642,1.19,0.61,2029,盛餘,5548295,4468971,24.15,234809,269528,-2619
2030,-29890,12410,52128,-76.19,730538,0.17,0.8,14.6134,39.4395,1.43,0.44,2030,彰源,1129263,1206628,-6.41,42926,99860,-27692
2031,21969,-10624,169562,,1188000,-0.09,1.76,11.6182,48.6162,1.56,0.85,2031,新光鋼,1275364,1648115,-22.62,8146,177815,-32671
2032,5337,25036,77499,-67.7,756164,0.33,1.06,13.8897,60.1033,1.89,1.3,2032,新鋼,812818,890337,-8.71,18018,94666,9806
2033,-14458,11963,16411,-27.1,651871,0.18,0.25,11.0081,53.9887,1.04,0.64,2033,佳大,438215,468729,-6.51,21350,37660,-6626
21,1651258,860142,1889072,-54.47,35130253,0.24,0.56,12.97,58.4272,1.01,0.62,21,橡膠類,14979997,15065220,-0.57,678526,446572,314613
2101,430979,-136407,415904,,2608200,-0.52,1.59,6.9776,17.7463,0.24,0.11,2101,南港,1879676,1983650,-5.24,67538,33329,-203418
2102,-117894,46463,-101949,,2691583,0.17,-0.38,10.7276,47.4794,0.99,0.74,2102,泰豐,1396656,1314510,6.25,66907,10866,-31069
2103,-81552,-24805,-94874,-73.85,6095114,-0.04,-0.16,11.6104,64.2357,1.36,0.83,2103,臺橡,2789202,2621112,6.41,61353,-10911,-84604
2104,786779,36510,753823,-95.16,4000235,0.09,1.96,17.4256,67.3704,0.92,0.59,2104,中橡,1062749,1021957,3.99,28197,-30254,10686
2105,425695,788150,657115,19.94,8360125,0.94,0.84,15.3832,73.0008,1.41,0.93,2105,正新,3852512,3882078,-0.76,331265,376811,582791
2106,95735,59914,78342,-23.52,3065917,0.2,0.29,14.2701,63.1227,1.29,0.83,2106,建大,1239731,1353572,-8.41,-33157,-19110,95883
2107,42711,-54624,48137,,3970884,-0.14,0.12,10.2969,52.7045,1.39,0.46,2107,厚生,821426,762371,7.75,77444,-5178,-131923
2108,-13955,96329,43662,120.62,1960851,0.49,0.23,11.9648,69.226,1.66,1.29,2108,南帝,1097637,1035832,5.97,98856,79083,13190
2109,82760,48612,88912,-45.33,2377344,0.2,0.39,13.203,68.3953,2.57,1.8,2109,華豐,840408,1090138,-22.91,-19877,11936,63077
22,2771123,5172099,6208958,-16.7,43031572,1.2,1.51,20.248,64.0749,1.69,1.28,22,汽車類,84331194,108922204,-22.58,3892612,4963028,2399543
2201,1580537,2239029,2341829,-4.39,17263000,1.3,1.42,20.4571,68.6781,1.89,1.51,2201,裕隆,22916595,26595093,-13.83,1446937,1389515,1335262
2204,762209,2163117,2394383,-9.66,12253080,1.77,2.12,23.6346,67.3824,2.16,1.6,2204,中華,24160525,32215707,-25,1848970,2165174,674147
2206,49259,100573,435330,-76.9,8053700,0.12,0.55,14.7722,55.0546,1.06,0.64,2206,三陽,10678450,17934589,-40.46,169719,492623,9957
2207,379118,669380,1037416,-35.48,5461792,1.23,1.9,20.0638,54.8662,1.39,1.14,2207,和泰,26575624,32176815,-17.41,426986,915716,380177
23,41817117,73315970,158464592,-53.73,1261770476,0.58,1.53,18.1216,65.745,1.61,1.17,23,電子類,1067424462,1081555512,-1.31,75527903,126099940,8408664
2301,77088,408122,429902,-5.07,6499880,0.63,0.7,13.5876,54.1627,1.11,0.84,2301,光寶,7243568,7040700,2.88,569620,356135,-71818
2302,27670,-62415,63134,,2770000,-0.23,0.23,18.1111,88.5975,3.62,1.75,2302,麗正,853936,821160,3.99,18352,44488,-56148
2303,3264582,4620607,19511579,-76.32,133356954,0.35,1.77,18.1626,75.3664,2.46,2.11,2303,聯電,38596239,43754158,-11.79,5835163,16006983,-2406134
2304,-452475,-827380,-629375,31.46,6759176,-1.22,-0.93,3.8137,18.6132,0.67,0.45,2304,誠洲,3474969,5108062,-31.97,-316710,-274911,-453713
2305,331336,-205439,200935,,4539974,-0.45,0.44,7.8873,62.853,3.66,2.69,2305,全友,1225628,1571903,-22.03,-42539,-130401,-162900
2306,4174918,816569,5670758,-85.6,43261121,0.19,1.45,14.9881,71.4238,1.82,1.51,2306,宏電,36043735,55462137,-35.01,-632518,1179171,1791681
2308,2490534,2400606,2198016,9.22,11894600,2.02,2.3,21.9072,59.0891,1.31,1.14,2308,台達電,13417113,11750449,14.18,24386,111823,2690647
2310,564455,519795,626547,-17.04,4681309,1.11,1.56,14.9297,55.9486,1.71,1.08,2310,旭麗,5496604,7232948,-24.01,357206,183819,283627
2311,945752,-266214,2920824,,27520000,-0.1,1.47,15.7871,62.5767,1.22,1.03,2311,日月光,10037817,11517247,-12.85,978823,2359036,-1339692
2312,457745,766219,305029,151.2,9469393,0.81,0.37,13.6133,70.282,1.25,0.98,2312,金寶,3613085,5176777,-30.21,-161836,82239,956229
2313,47165,934608,614177,52.17,8250786,1.13,0.9,20.4772,58.3774,2.24,1.77,2313,華通,8178829,8123337,0.68,280567,572840,782144
2314,563231,531811,573184,-7.22,3830934,1.39,1.83,12.7195,62.1267,1.62,0.71,2314,台揚,2352146,2105509,11.71,154280,108243,442642
2315,406153,591728,827101,-28.46,9945133,0.6,0.93,15.1628,58.884,1.83,1.33,2315,神達,17240286,19086690,-9.67,228192,525948,439536
2316,665,25193,308546,-91.83,4219599,0.06,0.81,15.5269,51.684,2.19,1.84,2316,楠梓電,2635377,3511107,-24.94,93433,333043,-77090
2317,2382589,5326415,4002313,33.08,17687800,3.01,2.75,26.9584,48.4056,1.52,0.97,2317,鴻海,61571293,32627082,88.71,3642173,2334037,2711103
2318,-20988,-214531,-3751,+++++,2939084,-0.73,-0.01,11.7649,65.2914,1.95,1.48,2318,佳錄,630525,1004615,-37.24,-180407,-3532,-44073
2319,252210,149530,223146,-32.99,14674308,0.1,0.15,10.7615,42.1438,2.2,1.88,2319,大眾,22130174,21950280,0.82,1333990,275083,-820508
2321,158779,63385,214213,-70.41,2769788,0.23,0.87,14.0484,47.8982,1.21,0.82,2321,東訊,4848957,4472144,8.43,45325,50031,3060
2322,676519,543791,440117,23.56,4886683,1.11,0.59,11.6557,33.9845,1.11,0.51,2322,致福,5634547,3461771,62.76,-95429,-232904,729617
2323,3551949,1410992,5172626,-72.72,21732465,0.65,2.99,18.172,67.9718,1.92,1.4,2323,中環,7825070,8275708,-5.45,927968,1168956,373765
2324,897640,2956509,2708202,9.17,20784184,1.42,1.74,18.4177,67.9832,1.61,1.33,2324,仁寶,33111335,33250860,-0.42,1980664,2036580,1034130
2325,177908,169181,1484738,-88.61,18851737,0.09,1.02,15.1004,68.1198,3.86,3.21,2325,矽品,8037781,8636042,-6.93,81250,1237299,-376980
2326,-23533,-232251,-170713,36.05,3507681,-0.66,-0.31,8.7418,39.0469,1.07,0.27,2326,亞瑟,1373760,2492302,-44.88,-47741,-148207,-184482
2327,805711,2361744,1407333,67.82,18507928,1.28,1.02,18.3635,62.8196,0.89,0.53,2327,國巨,3385693,2886677,17.29,734490,733447,1658667
2328,219959,22613,344170,-93.43,3441000,0.07,1,14.0663,85.4769,3.31,3.1,2328,廣宇,1558949,3961469,-60.65,104418,114703,-83874
2329,-239584,-1055840,535381,,10913826,-0.97,0.54,12.106,43.9959,0.56,0.34,2329,華泰,5017445,6865589,-26.92,-1199632,290051,318113
2330,2636402,8732776,23575615,-62.96,181325531,0.48,2.02,14.9447,80.1599,2.25,1.83,2330,台積電,65818495,64915477,1.39,9540942,20766401,-2980381
2331,-75509,1333372,438223,204.27,2246536,5.94,2.86,20.0775,38.1018,1.19,1.02,2331,精英,13260727,6719801,97.34,1358611,686587,358013
2332,79810,624150,365253,70.88,4449866,1.4,0.99,20.195,60.7964,3.11,2.32,2332,友訊,7625943,5589939,36.42,511378,270584,154938
2333,108895,186117,229929,-19.05,6598761,0.28,0.39,11.8698,59.587,1.65,0.63,2333,碧悠,3215084,2392417,34.39,330393,262355,367398
2335,-58944,-85236,27048,,843779,-1.01,0.32,8.9901,35.7191,0.54,0.37,2335,清三,742098,919771,-19.32,-58567,85992,-26669
2336,4213,-93503,211532,,4079868,-0.23,0.67,13.0377,53.285,2.61,2.27,2336,致伸,5000512,4898431,2.08,23019,305362,-197909
2337,-207270,2428849,2508512,-3.18,33593426,0.72,1.01,13.9508,66.3752,3.14,1.94,2337,旺宏,11950459,11505614,3.87,3867570,2478298,-1068721
2338,50341,309717,204390,51.53,3747846,0.83,0.7,12.8168,68.5753,2.44,2.05,2338,光罩,1339174,893269,49.92,291945,156119,16020
2340,-20721,96954,334621,-71.03,4282761,0.23,0.99,14.3361,69.6793,1.67,0.95,2340,光磊,1548903,2171269,-28.66,22476,366010,49840
2341,81169,-62106,344087,,3276851,-0.19,1.26,16.4313,52.9075,2,0.69,2341,英群,3628280,5027930,-27.84,-20409,325275,-77384
2342,4300804,-8904245,3333481,,32388950,-2.75,1.15,11.1672,55.4815,1.21,0.63,2342,茂矽,6147144,14403206,-57.32,-4701124,-577022,-3056627
2343,275146,568543,604097,-5.89,6641215,0.86,1.2,19.8192,71.9117,2.72,2.07,2343,精業,5153073,4539208,13.52,308271,381740,315786
2344,-424096,-2559846,4850792,,44252490,-0.58,1.35,16.9852,77.0787,2.05,1.13,2344,華邦電,13261240,21261023,-37.63,-3336822,4664721,1779646
2345,222395,612607,332798,84.08,3710463,1.65,1.12,22.2211,62.2617,1.82,1.11,2345,智邦,9087084,4829814,88.15,867175,113204,-121353
2346,953514,1130716,1236571,-8.56,7321780,1.54,2.15,16.8951,45.1399,1.72,1.31,2346,源興,11089948,12083288,-8.22,23213,277360,1121033
2347,361355,705534,1072139,-34.19,5820000,1.21,2.33,24.9066,72.9251,2.3,1.65,2347,聯強,20628506,22354191,-7.72,658240,972862,243905
2348,553958,-558591,310941,,4295114,-1.3,0.72,5.6132,30.3143,0.64,0.46,2348,力捷,2438966,3327322,-26.7,26187,-244517,-545765
2349,1477914,1397172,4661402,-70.03,16616772,0.84,3.97,37.7151,65.4963,2.32,1.81,2349,錸德,10113991,11972065,-15.52,813825,3582155,948545
2350,-14404,-507445,759412,,6885000,-0.74,1.33,11.9422,45.4052,1.46,1.09,2350,環電,15364178,19189138,-19.93,770103,889390,-1262924
2351,-32813,-5993,40825,,1664307,-0.04,0.28,12.9697,55.2168,1.24,0.45,2351,順德,891396,1081074,-17.55,58007,75129,-57825
2352,899096,1055654,1708767,-38.22,13810879,0.76,1.58,19.6777,58.6903,1.5,1.11,2352,明電,22991658,22840127,0.66,744801,542591,255366
2353,131377,307570,499394,-38.41,2565780,1.2,2.4,21.0312,52.3304,1.85,1.36,2353,宏科,8534608,10417752,-18.08,204939,489767,157765
2354,49688,108782,167114,-34.91,1457000,0.75,1.15,13.4045,38.109,1.36,1.17,2354,華升,10160353,8438562,20.4,50993,122755,66658
2355,-22168,345247,161195,114.18,2323722,1.49,0.8,23.1349,71.6241,2.16,1.92,2355,敬鵬,2620410,2899783,-9.63,380450,175480,89111
2356,582242,1951903,1641230,18.93,16607000,1.18,1.19,13.346,62.5717,2.08,1.81,2356,英業達,33998207,45378681,-25.08,660431,1407379,1739245
2357,829780,8013481,7213082,11.1,19768800,4.05,4.6,28.9888,81.6858,4.07,3.61,2357,華碩,36937509,32547016,13.49,7090892,6879039,1354312
2358,-216255,-223548,-308408,-27.52,2299200,-0.97,-0.8,5.174,37.8486,0.62,0.21,2358,美格,1791239,4498186,-60.18,-48335,-100150,-175374
2359,214844,15370,161126,-90.46,3553128,0.04,0.54,16.4517,53.2402,0.81,0.42,2359,所羅門,2215360,2840499,-22.01,21864,-13788,3713
2360,99667,267130,264722,0.91,2343000,1.14,1.32,15.6483,66.2352,2.04,1.43,2360,致茂,1417241,1234290,14.82,208555,173789,76164
2361,127020,-131205,41981,,2905106,-0.45,0.14,8.1054,58.9666,1.37,1.07,2361,鴻友,1542592,2188838,-29.52,-119725,-84936,5336
2362,-142922,210269,-200860,,4336970,0.48,-0.46,12.5696,74.1106,1.67,0.89,2362,藍天,4391329,7199416,-39,241658,-164938,-46389
2363,1069149,-301759,294223,,10714164,-0.28,0.3,17.2636,52.7269,1.35,0.95,2363,矽統,4922484,3199975,53.83,33150,-1329971,-334909
2364,-216012,-447720,-477238,-6.19,5284509,-0.85,-0.9,8.2368,56.2858,2.09,1.28,2364,倫飛,2569194,4101350,-37.36,-343553,-308849,-141491
2365,145191,168068,297974,-43.6,1787024,0.94,2.01,18.3277,70.8877,1.82,1.66,2365,昆盈,2423990,2154881,12.49,171037,177033,56630
2366,4488,57212,2863,+++++,2915340,0.2,0.01,16.3651,48.9248,1.17,0.55,2366,亞旭,5117313,4199374,21.86,110939,-36008,-100692
2367,-287115,-169163,3428,,3621412,-0.47,<<<<<,15.867,61.0006,0.73,0.56,2367,燿華,2202499,3086630,-28.64,-40467,309988,-200388
2368,64045,-53663,334190,,3864715,-0.14,1.03,19.1008,64.8607,1.26,0.8,2368,金像,2884699,3216318,-10.31,-71519,184575,18700
2369,6169,220126,120659,82.44,2536000,0.87,0.52,16.5754,79.2418,2.19,1.69,2369,菱生,1126894,1459768,-22.8,-110127,111886,356932
2370,65855,-74559,334974,,2168600,-0.34,1.82,14.4236,84.5732,3.91,1.9,2370,匯僑工,924757,1489704,-37.92,-47887,323355,-41612
2371,2934640,-2130280,3397305,,42100000,-0.51,0.85,11.2599,46.7183,0.91,0.53,2371,大同,34526814,36466579,-5.32,-943926,517199,-1184578
2373,651572,11227,807795,-98.61,6853948,0.02,1.29,11.1819,51.8801,1.43,0.92,2373,震旦行,7402739,10494152,-29.46,130307,202973,-117580
2374,147412,248296,172059,44.31,1985770,1.25,0.92,12.7317,64.2909,1.23,0.91,2374,佳能,1247391,1214562,2.7,31235,39633,241236
2375,55050,66358,24103,175.31,1900910,0.35,0.13,14.4807,64.3769,2.84,2.03,2375,智寶,889975,818202,8.77,16568,-39807,56462
2376,119029,1588052,1116109,42.28,4589363,3.46,3.4,30.003,63.869,3.91,3.33,2376,技嘉,12758928,9597182,32.94,1501855,1149564,256892
2377,115734,1510624,968044,56.05,3765843,4.01,3.33,25.7915,64.1845,1.98,1.42,2377,微星,14752998,10261668,43.77,1366468,940662,236714
2378,162726,133886,182915,-26.8,1417000,0.94,1.29,14.5467,61.1935,1.34,0.69,2378,鴻運電,931952,1026929,-9.25,10445,16969,107205
2379,-26877,966312,700041,38.04,3492793,2.77,3.19,17.2257,72.471,4.34,3.51,2379,瑞昱,3068100,2713125,13.08,911775,802387,126896
2380,17907,472703,213352,121.56,1836319,2.57,1.69,18.271,77.4838,2.76,2.14,2380,虹光,4198830,3856039,8.89,479920,207217,60999
2381,-146990,338715,1127003,-69.95,11200000,0.3,1.27,15.5808,71.6166,2.65,1.65,2381,華宇,15944828,26072246,-38.84,507370,1365863,-6718
2382,648377,6240620,3443089,81.25,20825000,3,2.1,16.6705,52.3625,1.59,1.3,2382,廣達,55722142,40070735,39.06,5026003,2905194,1302596
2383,-19122,-17994,85629,,1670382,-0.11,0.59,11.9883,75.5099,2.12,1.03,2383,台光電,761271,896309,-15.07,43704,122882,-60382
2384,-96343,13110,307597,-95.74,3519575,0.04,1.32,19.5344,66.0407,1.81,0.8,2384,勝華,2438253,3198116,-23.76,-23286,458821,39049
2385,-84258,322095,-257027,,2222200,1.45,-1.16,10.0032,60.155,1.63,0.57,2385,群光,2100749,2129155,-1.33,102127,228517,216451
2386,-41019,689188,430829,59.97,2343065,2.94,2.68,25.9395,67.5642,2.09,1.54,2386,國碁,7420921,5560998,33.45,508352,508737,194913
2387,17135,40275,72945,-44.79,985600,0.41,0.85,13.0787,75.0427,2.23,1.67,2387,精元,705219,955871,-26.22,35955,72599,25922
2388,-710423,3317963,2669212,24.3,9468000,3.5,4.63,25.6041,68.2783,2.67,1.87,2388,威盛,18162382,12649148,43.59,4290212,3579604,-825107
2389,146408,132311,209582,-36.87,2267525,0.58,1.2,17.9283,69.6037,1,0.74,2389,世昕,976832,653056,49.58,105482,76444,31895
2390,590175,207866,648698,-67.96,2587175,0.8,3,14.7513,75.1513,0.63,0.46,2390,云辰,1032730,942591,9.56,51146,148523,155720
2391,8639,250155,132737,88.46,2304784,1.09,0.78,19.8824,91.4368,5.74,4.47,2391,合勤,2091340,1353811,54.48,244765,106644,57201
2392,217,146611,140543,4.32,1435000,1.02,1.2,26.1379,69.1239,1.49,0.85,2392,正崴,2093128,1793405,16.71,156662,169814,40766
2393,42671,16137,125004,-87.09,1878933,0.09,0.75,18.1109,66.6168,4.06,2.83,2393,億光,1261463,1279949,-1.44,41012,99526,-31639
2394,125716,528239,393069,34.39,3494697,1.51,1.51,17.267,70.7121,1.96,1.35,2394,普立爾,4353534,4311951,0.96,321561,337072,289151
2395,-37908,497794,429862,15.8,2332000,2.13,2.46,15.0962,68.3855,1.77,1.23,2395,研華,2653519,2466808,7.57,615402,579770,32392
2396,-39424,325169,661799,-50.87,3974113,0.82,2.54,26.298,60.2782,1.03,0.78,2396,精碟,2864750,2592314,10.51,254324,620049,-19080
2397,23161,195538,142634,37.09,1150000,1.7,1.83,23.4725,76.6927,3.83,3.1,2397,友通,2128262,2257163,-5.71,132726,140672,104167
2398,-80340,475972,282685,68.38,2663690,1.79,1.71,35.9384,53.7305,3.87,3.4,2398,博達,4013602,2984190,34.5,590370,363602,-109257
2399,8161,-85723,-40057,114,860000,-1,-0.47,14.047,51.3625,1.5,0.95,2399,映泰,1725361,2219414,-22.26,-92320,-64652,4797
2401,150822,967716,823938,17.45,5340000,1.81,2.23,19.965,89.6001,7.18,6.42,2401,凌陽,2956579,2562121,15.4,738822,696260,235589
2402,43852,116345,130531,-10.87,1180000,0.99,1.48,17.134,65.7083,3.67,3.19,2402,毅嘉,482477,503361,-4.15,78432,124679,73913
2403,-7565,34823,310542,-88.79,1270000,0.27,3.39,24.4438,51.1595,1.54,0.81,2403,友尚,4596654,5449466,-15.65,161610,424161,-92905
2404,-8449,144828,171694,-15.65,1453129,1,1.5,16.0421,61.6126,1.86,1.05,2404,漢唐,1889689,2408906,-21.55,191980,242072,-52
2405,-25158,6255,62883,-90.05,1368500,0.05,0.55,15.8869,68.6694,3.92,2.99,2405,浩鑫,1723205,2371219,-27.33,3354,105962,2353
2406,-41608,-487529,228218,,2520076,-1.93,1.21,17.6127,74.8379,2.49,2.02,2406,國碩,548037,944619,-41.98,-429386,199826,-102743
2407,-37489,443405,192186,130.72,2681000,1.65,1,17.2431,55.3421,1.78,1.48,2407,陞技,3332349,3630034,-8.2,448211,252522,47352
2408,144995,-3813459,1261831,,22500451,-1.69,0.56,13.9548,41.5739,0.8,0.23,2408,南科,5993590,5794503,3.44,-3525618,536183,-990534
2409,-25989,-1785683,1500382,,14583000,-1.22,1.36,16.7979,52.6056,1.06,0.33,2409,友達,6744168,6891574,-2.14,-1695156,1026371,-90527
2410,39567,7550,35186,-78.54,1235000,0.06,0.28,13.1125,62.1908,1.39,0.7,2410,普大,1634448,1630272,0.26,26472,46629,-15608
2411,147015,448139,536315,-16.44,4696000,0.95,1.23,13.1517,78.458,2.39,2.24,2411,飛瑞,1848591,2135496,-13.44,299492,462678,211753
2412,-280550,16959758,19650523,-13.69,96477249,1.76,2.04,37.1729,75.829,0.74,0.5,2412,中華電,92410149,91930644,0.52,22420821,26002999,-126938
2413,72591,181899,164139,10.82,1205865,1.51,1.75,23.5447,75.423,2.01,1.27,2413,環科,1070338,1035040,3.41,141234,135197,78626
2414,-5075,28982,71120,-59.25,1017021,0.28,0.96,15.5828,62.4324,1.97,1.36,2414,精技,3047486,2740965,11.18,28847,85949,-4036
2415,55598,85129,84816,0.37,763559,1.11,1.17,16.6331,70.3475,5.1,4.74,2415,錩新,411145,437650,-6.06,50075,51794,59837
2416,96144,157669,386747,-59.23,2115000,0.75,2.6,23.6551,46.9802,1.83,0.87,2416,世平,9393857,6634487,41.59,292112,404230,-83028
2417,-2554,37320,60928,-38.75,994308,0.38,0.71,15.1775,88.5325,3.96,2.61,2417,圓剛,368911,459439,-19.7,11650,85629,16742
2418,35119,479507,218093,119.86,2944754,1.63,1.08,17.7119,52.3099,1.3,0.77,2418,雅新,3456661,2557215,35.17,470249,230699,89046
2419,-217720,27472,-103854,,1096259,0.25,-1.09,14.981,47.3808,1.18,0.71,2419,仲琦,1295815,990315,30.85,84203,126783,-52341
2420,5393,37662,30890,21.92,924866,0.41,0.35,13.9898,70.1966,1.64,0.92,2420,新巨,673372,676400,-0.45,38999,27086,9265
2421,41837,146514,99886,46.68,1333686,1.1,1.04,17.013,68.8285,2.46,1.39,2421,建準,1400553,1360456,2.95,134434,86871,40932
2422,63204,-129168,228815,,2831805,-0.46,0.92,13.2969,61.9895,1.37,0.54,2422,國聯,708040,769512,-7.99,-101142,150273,-3568
