stock,稅後純益,102年1-9月,增減(%),期末股本,稅後純益,102年1-9月,每股淨值,淨值佔總資產,流動比率,速動比率,稅前純益,102年1-9月,增減(%),公司,,營業收入,102年1-9月,增減(%),營業利益,102年1-9月,營業外,102年1-9月
9910,2145820,1692824,26.76,5790049,3.71,2.92,16.63,40.9031546530764,1.36686275232447,0.676569477972051,3626838,2526340,43.56,9910,豐泰,34548188,27988208,23.44,3220560,2173607,406278,352733
9911,356242,264848,34.51,2764015,1.3,0.97,14.41,71.7258393767489,2.06805124503155,1.64696501054724,422630,326740,29.35,9911,櫻花,3338555,3014743,10.74,308482,240868,114148,85872
9914,2422278,2256541,7.34,2989838,8.1,7.55,36.13,52.568191899679,1.44024151396052,0.908547962359697,3135632,3082209,1.73,9914,美利達,20159929,18730361,7.63,2025286,2146732,1110346,935477
9917,1567234,1443614,8.56,4511971,3.65,3.32,22.98,51.6961540225197,1.09297428407013,0.920994583361104,1891539,1796336,5.3,9917,中保,9617159,9330617,3.07,1820696,1785255,70843,11081
9919,34312,13349,157.04,1971268,0.17,0.07,15.16,43.9699958172225,1.76349193223282,0.979072129249662,-32548,-5806,,9919,康那香,3356846,3241321,3.56,-12115,-1470,-20433,-4336
9921,3069190,2644545,16.06,3750646,8.18,7.05,48.27,39.9146206112676,1.42936559367098,0.920463415427396,4371913,3598068,21.51,9921,巨大,46034916,42106137,9.33,4040714,3338417,331199,259651
9924,379235,494727,-23.34,1884521,2.01,2.63,23.57,66.5841032128105,2.00258229973754,1.50066285309565,496539,629155,-21.08,9924,福興,5197358,4396445,18.22,366827,196739,129712,432416
9925,880638,826634,6.53,3836530,2.31,2.17,22.42,58.8128960738826,1.79950443135179,1.71990842065937,1212033,1044588,16.03,9925,新保,5177338,5564620,-6.96,818438,817877,393595,226711
9927,566665,538782,5.18,2091482,2.71,2.58,21.06,66.0545343853935,2.69591829431581,1.26783174171795,714589,666403,7.23,9927,泰銘,7449859,6618389,12.56,673748,677564,40841,-11161
9928,-176158,-151731,,1327246,-1.33,-1.14,8.05,23.2645133145807,0.230327297220735,0.123317219686867,-176172,-151614,,9928,中視,690237,847946,-18.6,-217854,-186971,41682,35357
9929,-112006,-136782,,1491704,-0.75,-0.92,3.99,30.6740131758718,0.439991223652257,0.31302240461955,-133292,-192574,,9929,秋雨,955463,989962,-3.48,-133822,-167519,530,-25055
9930,737029,623912,18.13,2259458,3.26,2.76,18.83,71.1100665493178,1.22370550326707,0.890451655681329,906202,751064,20.66,9930,中聯資,5055304,4551547,11.07,879115,718701,27087,32363
9933,1230178,1284639,-4.24,7559453,1.64,1.74,21.78,29.5681901602476,1.33568965258107,1.18811264712478,1937463,1918739,0.98,9933,中鼎,40565082,37086034,9.38,1732490,1801004,204973,117735
9934,141915,78382,81.06,3543042,0.4,0.24,18.49,38.6875517243334,1.53318473127152,0.890009282442314,277014,137793,101.04,9934,成霖,14976420,13923118,7.57,329582,183218,-52568,-45425
9935,173938,-128831,,1301008,1.34,-1.08,6.69,25.5962308720224,0.719720292196529,0.35984676532099,178750,-131519,,9935,慶豐富,2179534,2443637,-10.81,-120337,-48922,299087,-82597
9938,688677,510377,34.93,2979639,2.31,1.71,21.01,46.5853333650838,2.20999062975661,1.55552687458012,1108079,812480,36.38,9938,百和,6611693,5791434,14.16,1108362,807209,-283,5271
9939,949798,1087791,-12.69,2598479,3.66,4.19,39.77,35.3300612925626,0.737001736352316,0.451777086802614,1196792,1393838,-14.14,9939,宏全,13978703,13552254,3.15,1185558,1446520,11234,-52682
9940,671182,1913686,-64.93,6134367,1.09,3.12,14.34,54.5235366448214,3.90765285117933,1.47412335700614,905035,2402767,-62.33,9940,信義,6680533,9003281,-25.8,771584,2166523,133451,236244
9941,1223162,1101342,11.06,2608253,4.8,4.61,32.76,9.99354482017252,0.908216961060754,0.834865748431057,1726023,1593052,8.35,9941,裕融,11469212,10411980,10.15,1724626,1488031,1397,105021
9942,417439,364956,14.38,831613,5.02,4.39,30.14,72.7452022445592,4.74361063686688,3.06460284201631,556905,480111,16,9942,茂順,2190129,1877061,16.68,531135,439156,25770,40955
9944,102288,104932,-2.52,1055175,1,1.04,27.08,56.4571336448449,1.56653074636485,0.999543267187427,187660,154557,21.42,9944,新麗,3179595,2899594,9.66,191681,139755,-4021,14802
9945,4000695,3704534,7.99,11925453,3.47,3.63,36.71,47.1330837414074,1.21651397468732,0.218371888193377,5641652,4267091,32.21,9945,潤泰新,9378656,10817247,-13.3,628998,454438,5012654,3812653
9955,18202,1815,902.87,1032082,0.18,0.02,22.46,62.0456509364964,3.62675066155851,0.723442868991666,27388,2727,904.33,9955,佳龍,1959834,3410322,-42.53,26205,-4205,1183,6932
