stock,稅後純益,102年1-9月,增減(%),期末股本,稅後純益,102年1-9月,每股淨值,淨值佔總資產,流動比率,速動比率,稅前純益,102年1-9月,增減(%),公司,,營業收入,102年1-9月,增減(%),營業利益,102年1-9月,營業外,102年1-9月
9926,217284,148784,46.04,1667634,1.3,0.89,15.43,58.9774502817712,1.88895754460662,1.67386624519562,259180,172508,50.24,9926,新海,2050482,1837980,11.56,239967,133935,19213,38573
9931,114017,205225,-44.44,1022505,1.12,2.01,15,45.1862742903065,0.668115628630804,0.499839832282042,160728,267579,-39.93,9931,欣高,1191782,1068553,11.53,123830,68000,36898,199579
9937,255147,310986,-17.96,3090430,0.83,1.01,13.57,52.6181552614718,0.236005485064586,0.160202880786859,300585,372036,-19.21,9937,全國,22049696,22800488,-3.29,153955,191311,146630,180725
24,339918701,222265888,52.93,853449367,2.73,1.98,25.75,63.6601961123483,2.00119547963841,1.60648164361339,389670321,256677805,51.81,24,半導體類,1577037808,1307246737,20.64,364888494,237267712,24781827,19410093
1437,206687,-134592,,2028899,1.02,-0.66,22.95,49.3863630451275,1.87431971427199,1.67702003619649,225016,-130468,,1437,勤益,875459,1016384,-13.87,79297,-59013,145719,-71455
2302,-15696,-15324,,1613029,-0.1,-0.1,10.06,79.9546248928216,1.38046336323527,0.88554711623554,-15681,-15121,,2302,麗正,476661,474172,0.52,-11956,-35855,-3725,20734
2303,7578063,11880800,-36.22,127247723,0.61,0.95,16.99,70.6547912772115,2.02012458578844,1.50875131291094,8137972,13279287,-38.72,2303,聯電,102776786,93092892,10.4,5543893,3838240,2594079,9441047
2311,15736947,10481477,50.14,78838310,2.05,1.4,17.06,43.1495099665955,1.24336423032362,0.808675120639392,18924191,13564797,39.51,2311,日月光,179946732,155698044,15.57,19753764,15104511,-829573,-1539714
2325,8719235,3632751,140.02,31163611,2.8,1.17,21.88,60.1473688706724,1.52953315641292,1.33797725510504,10574482,4660455,126.9,2325,矽品,61640526,50512427,22.03,9955352,5291107,619130,-630652
2329,427975,-289166,,8060158,0.54,-0.36,6.05,30.1433269732723,0.647107402841821,0.333698193431552,687940,-137601,,2329,華泰,9837390,6999483,40.54,692381,-56641,-4441,-80960
2330,183908266,143336544,28.31,259293750,7.09,5.53,36.89,70.846167604611,2.76479109934447,2.35148500012775,212781154,165114477,28.87,2330,台積電,540285390,451218350,19.74,207668263,161675145,5112891,3439332
2337,-4169374,-4804846,,35214730,-1.19,-1.37,7.05,52.0875867278585,1.89536711349443,1.04129389474371,-4184512,-4843639,,2337,旺宏,16454101,16344057,0.67,-4167898,-4888299,-16614,44660
2338,42142,8090,420.91,2627136,0.17,0.03,14.1,81.5435684215923,8.0244476239287,6.0738304717975,68786,40696,69.02,2338,光罩,1300781,1312417,-0.89,30268,6364,38518,34332
2342,-276128,-882455,,3722549,-0.74,-2.37,5.71,49.3962230912625,0.677968719352951,0.418933743942663,-281043,-881022,,2342,茂矽,1360568,1296131,4.97,-578287,-818858,297244,-62164
2344,2021387,144278,1301.04,36949822,0.55,0.04,10.03,60.8539798944972,1.45496156102534,1.0046204434128,2651068,462292,473.46,2344,華邦電,28424824,24830092,14.48,2528073,564791,122995,-102499
2351,509647,368099,38.45,1802253,2.83,2.04,24.43,43.2677196887615,1.71375945677601,0.957528500490741,716434,536359,33.57,2351,順德,7387360,6933339,6.55,709633,520492,6801,15867
2363,-39808,-179043,,6135350,-0.06,-0.29,11.95,97.3161846327729,8.815224320663,8.14672981910909,-39808,-178902,,2363,矽統,361385,355487,1.66,-222987,-287194,183179,108292
2369,172861,278393,-37.91,3801023,0.46,0.74,16.92,67.4337784375856,1.93984831248575,1.58435577662288,205519,321427,-36.06,2369,菱生,4474973,4525899,-1.13,181465,276834,24054,44593
2379,3337656,2336387,42.86,5049513,6.61,4.63,40.97,48.9047785426517,1.68607772323879,1.42130664797538,3731075,2525534,47.73,2379,瑞昱,23700950,20876766,13.53,2394575,2045660,1336500,479874
2388,-869994,-1179928,,4933034,-1.76,-2.39,4.58,23.9313207922255,1.03658428242094,0.768540990739943,-816515,-1134113,,2388,威盛,5074776,4192212,21.05,-511565,-1654707,-304950,520594
2401,371872,83888,343.3,5919949,0.63,0.14,15.61,61.0747238871709,2.78448347326868,2.26165573940231,499599,201589,147.83,2401,凌陽,6510628,6430820,1.24,179266,-18821,320333,220410
2408,19673529,4180681,370.58,24546778,8.21,1.74,13.4,32.6517871013738,0.336625362073665,0.223943634000785,21571368,4770057,352.22,2408,南亞科,36698508,33274295,10.29,13650778,3500321,7920590,1269736
2434,181425,-59086,,1475701,1.23,-0.41,7.11,65.5813758777153,3.8677442103642,2.55441082299156,181425,-52350,,2434,統懋,197849,357931,-44.72,-233690,-62104,415115,9754
2436,181442,97538,86.02,2214000,0.82,0.4,13.35,83.7493400934963,6.73754749654808,5.8258915982027,187411,122751,52.68,2436,偉詮電,1426995,1337783,6.67,-1509,29960,188920,92791
2441,1745715,1121444,55.67,5688459,3.07,2.02,22.65,79.5412090167856,2.6851750229864,2.43914037514566,1980811,1272826,55.62,2441,超豐,7907234,6778681,16.65,1927713,1227224,53098,45602
2449,2031772,1434928,41.59,11923184,1.71,1.21,18.64,57.4272778913117,2.08105780226967,1.92359794184789,2406903,1782242,35.05,2449,京元電,12049785,10997550,9.57,2233503,1725130,173400,57112
2451,2707048,2492717,8.6,4307617,6.28,5.79,45.54,83.1780719865333,5.47697481128273,3.67342462910735,3134122,2885457,8.62,2451,創見,20242462,19408126,4.3,2879693,2567410,254429,318047
2454,36005012,18892168,90.58,15714455,23.41,14.08,147.64,68.8934958600647,2.37857929545269,2.10483020816433,40567742,20100486,101.82,2454,聯發科,157610197,96258040,63.74,37367355,16840895,3200387,3259591
2458,1172396,1175679,-0.28,4393348,2.85,2.89,17.94,77.3361651116427,4.49565733717735,1.92615538291862,1334731,1323754,0.83,2458,義隆,5820465,5922274,-1.72,1126756,1287584,207975,36170
2481,182820,-153812,,3877162,0.48,-0.42,18.45,28.4664586531334,1.25488634015611,0.836329454722643,320620,-501875,,2481,強茂,13043397,9919629,31.49,768663,-259916,-448043,-241959
3006,808980,556746,45.31,2684354,3.14,2.18,24.25,68.1926281381622,2.69462680225036,1.6868776654823,949531,591456,60.54,3006,晶豪科,7225665,4929326,46.59,669513,320444,280018,271012
3014,335192,165088,103.04,1582388,2.2,0.86,23.28,78.9813969887878,4.20277626533983,3.70395368401347,428049,212882,101.07,3014,聯陽,2710275,2655818,2.05,436706,176089,-8657,36793
3016,26174,7909,230.94,940378,0.28,0.08,11.37,84.642855164588,3.46055020471619,2.65628444103694,26933,8843,204.57,3016,嘉晶,673200,646123,4.19,9170,10470,17763,-1627
3034,5122004,3554034,44.12,6085115,8.42,5.86,42.99,56.904690092353,2.08266146668629,1.73609203192239,5859862,4257758,37.63,3034,聯詠,38958001,30839397,26.33,5645929,4092885,213933,164873
3035,508829,612652,-16.95,4131665,1.24,1.51,16.32,83.3951107237114,4.39484426674174,3.71477635239543,603698,727148,-16.98,3035,智原,4279455,5356433,-20.11,579534,740423,24164,-13275
3041,228679,824493,-72.26,3033261,0.78,2.82,18.8,83.6928107165388,5.0691410311495,4.54221932061462,275721,907953,-69.63,3041,揚智,3520750,2874989,22.46,236488,-49442,39233,957395
3054,29633,274542,-89.21,1069521,0.28,2.79,11.68,65.1868799337309,3.82155383273455,2.73609120243011,30541,316700,-90.36,3054,萬國,1854236,1827102,1.49,9953,189570,20588,127130
3094,62124,52031,19.4,854521,0.75,0.63,14.94,94.6458317472402,19.771806950126,19.0312177182761,73431,62490,17.51,3094,聯傑,244811,264100,-7.3,54230,46836,19201,15654
3189,3017943,2440023,23.69,4460000,6.77,5.47,59.63,65.7900331544097,2.28647818539633,2.04899545962255,3531894,2750070,28.43,3189,景碩,19314584,17334623,11.42,3422640,2612450,109254,137620
3257,233941,143687,62.81,553454,4.31,3.25,26.1,87.3789761730607,5.85833480487374,4.56043125944238,272069,139087,95.61,3257,虹冠電,767031,512468,49.67,247373,133015,24696,6072
3443,346484,146274,136.87,1340119,2.59,1.09,24.88,68.2989908277933,2.90333050027213,2.28161253911099,417675,176235,137,3443,創意,5334287,4450775,19.85,386138,155860,31537,20375
3474,33489785,10149333,229.97,65416485,5.31,1.78,14.81,74.2791370241427,2.1169645133102,1.99271920035666,33490089,10149333,229.97,3474,華亞科,61941606,38323784,61.63,32951406,10588029,538683,-438696
3519,-1031710,-1740646,,3795785,-2.74,-5.25,21.37,32.8735317167343,0.755723038164674,0.332226836432515,-1012276,-1721537,,3519,綠能,11033715,9414282,17.2,-780065,-1719913,-232211,-1624
3532,725690,215548,236.67,7756966,0.94,0.28,24.85,88.8092666505087,3.09219268083016,1.93251565762004,879598,405973,116.66,3532,台勝科,8383028,7566952,10.78,858040,419727,21558,-13754
3545,197555,412653,-52.13,1400495,1.42,2.97,20.45,44.4651180267807,2.51027897278052,1.18696080346712,231767,487834,-52.49,3545,旭曜,7919498,7205683,9.91,229639,480964,2128,6870
3559,125343,115257,8.75,1184520,1.06,0.98,15.05,86.4099222846764,3.29020585248777,3.03198375334626,154345,144172,7.06,3559,全智科,930596,819257,13.59,146197,139946,8148,4226
3579,-250288,-476553,,1155973,-2.17,-4.12,38.44,16.0832687404101,0.792508035671099,0.375713223557343,-1009502,-1738409,,3579,尚志,11570981,9893780,16.95,-788434,-1735724,-221068,-2685
3583,115757,162441,-28.74,811390,1.43,2.05,22.34,53.8679438428379,1.5865492015201,0.897547314839202,151465,212934,-28.87,3583,辛耘,1878498,2156560,-12.89,147986,227561,3479,-14627
3588,83870,87179,-3.8,461693,1.86,1.94,25.43,81.2203129486572,5.25795832523689,4.54533435443742,98147,107687,-8.86,3588,通嘉,817482,790161,3.46,84142,90719,14005,16968
3598,345551,213715,61.69,719801,4.85,3,44.73,57.8468902453752,2.24899595082676,1.41953634970417,388690,257680,50.84,3598,奕力,7348684,7264465,1.16,353828,246597,34862,11083
3661,201291,15179,1226.12,547848,3.71,0.28,35.35,71.524149537639,2.69525322612023,1.73221451267752,227096,23443,868.72,3661,F-世芯,3466587,1833852,89.03,222413,53201,4683,-29758
3686,-354981,-464989,,3498233,-1.03,-1.81,15.01,91.523545165532,2.83634489283624,2.32712973951469,-386065,-549260,,3686,達能,1383207,674169,105.17,-367324,-518025,-18741,-31235
4919,312624,234920,33.08,2075544,1.51,1.13,13.82,58.5270047496622,2.34156016930957,1.7197009812416,377509,457941,-17.56,4919,新唐,5303325,5283645,0.37,307871,404365,69638,53576
4952,248443,287106,-13.47,1088158,2.28,2.64,18.24,73.1946011726961,3.04846926476497,2.45355243069506,287995,332747,-13.45,4952,凌通,2236451,2616424,-14.52,270883,325468,17112,7279
5269,171327,67586,153.49,563879,3.04,1.2,21.05,82.0690289323621,4.87831155000484,3.70292574305354,198157,94460,109.78,5269,祥碩,1181469,885981,33.35,182602,89314,15555,5146
5280,764424,976393,-21.71,568542,13.67,25.16,120.56,86.1954423110708,8.02188949048132,0.91035677442805,806254,1013421,-20.44,5280,F-敦泰,3630670,3622332,0.23,756533,992805,49721,20616
5285,151872,77998,94.71,680000,2.28,1.28,21.69,52.7165866314354,3.82613369802303,2.44701791209052,202305,102001,98.34,5285,界霖,1911762,1904293,0.39,194669,98276,7636,3725
5305,397228,155000,156.28,3148374,0.96,0.35,25.09,42.7828294969747,1.54346206708623,1.17985230198523,930627,487894,90.74,5305,敦南,7817932,7273242,7.49,497312,353060,433315,134834
5471,418955,382078,9.65,1678770,2.5,2.28,18.81,83.3627309569778,5.54203113142942,4.66953117770086,484127,498564,-2.9,5471,松翰,2716789,2706290,0.39,446710,458208,37417,40356
6202,576737,563035,2.43,2261682,2.55,2.52,16.78,80.1716449344951,4.43015122068503,2.10312083629697,678647,655077,3.6,6202,盛群,2895214,2908435,-0.45,602527,565728,76120,89349
6239,2454362,1721189,42.6,7791466,3.21,2.25,39.97,43.2865053509266,2.19714792215255,1.96039302677162,3625941,2593150,39.83,6239,力成,30265861,28009777,8.05,3223170,2389077,402771,204073
6243,-73323,-43408,,752977,-0.99,-0.59,13.06,85.6879834356929,6.97364505308819,5.61903861188873,-73323,-44708,,6243,迅杰,540844,566838,-4.59,-84367,-59327,11044,14619
6257,830446,683382,21.52,3631095,2.29,1.9,21.38,65.1348740195566,2.49997727403122,2.41271998551499,998660,777314,28.48,6257,矽格,3947251,3966885,-0.49,919797,712650,78863,64664
6271,1174833,1170808,0.34,1629071,7.21,7.19,59.22,62.533766922352,5.11813911367456,4.31682284629503,1413362,1392733,1.48,6271,同欣電,6411807,5917885,8.35,1376025,1329320,37337,63413
6286,1105103,1057253,4.53,1485173,7.44,7.12,45.53,73.3534264685512,2.67276225256519,1.38978150064338,1311676,1265797,3.62,6286,立錡,8866607,8236418,7.65,1233161,1229422,78515,36375
6415,567560,347862,63.16,761715,7.49,5.31,41.16,90.061780088167,8.34559272010383,7.00184714646224,557419,347862,60.24,6415,F-矽力,2326609,1415937,64.32,537401,349226,20018,-1364
8016,478723,292886,63.45,1191376,4.05,2.48,31.1,68.2619317895022,2.70059419423127,2.0517792240062,578256,330646,74.89,8016,矽創,5413778,4529924,19.51,542372,282472,35884,48174
8081,464610,423639,9.67,861721,5.42,4.94,46.07,70.9167564084814,2.79376542994131,2.39198675686066,537116,485775,10.57,8081,致新,2983349,2964742,0.63,477127,433534,59989,52241
8110,673699,250411,169.04,5006680,1.35,0.5,15.07,44.062753024543,1.2601593016481,1.0409835503196,779045,322177,141.81,8110,華東,7589227,6569542,15.52,805371,287133,-26326,35044
8131,513632,5241,9700.27,4422222,1.16,0.01,20.3,88.3601887541748,4.8105855011358,3.68537256660295,663878,33057,1908.28,8131,福懋科,8056278,6594832,22.16,660304,-40674,3574,73731
8150,2310946,1600850,44.36,8646193,2.7,1.9,19.87,53.5065141558381,2.82400833882866,2.48558474075757,3502748,2114717,65.64,8150,南茂,16208702,14471810,12,2688761,1567366,813987,547351
8261,96255,-38474,,1814284,0.54,-0.27,12.15,82.6331070983204,4.84160877897207,3.9646948795885,113843,-37791,,8261,富鼎,1544862,1509695,2.33,86470,14388,27373,-52179
8271,369502,335927,9.99,1364937,2.73,2.51,18.29,63.0294427227069,2.12623771920885,1.15625077465041,462511,435104,6.3,8271,宇瞻,7746662,7294430,6.2,465494,423959,-2983,11145
25,82058106,61233389,34.01,371130807,2.06,1.83,29.46,33.3010087955134,1.33122841514632,0.919617960879118,111820004,90153836,24.03,25,電腦及週邊設備類,4024400337,3880200833,3.72,96675431,81625840,15144573,8527996
2301,5008974,6235935,-19.68,23416737,2.17,2.72,31.02,33.9749156702059,1.26578521305402,0.950501415969874,5718448,8229890,-30.52,2301,光寶科,170583995,153855191,10.87,5661662,7424951,56786,804939
2305,115707,-38926,,2056608,0.57,-0.19,6.59,62.4286210405331,1.87001603887666,0.790787088845229,140456,-34323,,2305,全友,559031,518557,7.81,-51912,-93588,192368,59265
2324,2687723,21134,12617.53,44208778,0.62,<<<<<,21.78,25.9865833421472,1.30612461715788,0.986201598960785,4311496,959499,349.35,2324,仁寶,599297961,499284191,20.03,7334332,6772570,-3022836,-5813071
2331,1170032,1072981,9.04,5569230,1.67,0.92,27.95,49.6355637966273,1.56658759618606,1.06943591443429,1589620,1279615,24.23,2331,精英,41782892,46302200,-9.76,1262371,1004283,327249,275332
2352,2156849,69039,3024.1,19667820,1.1,0.04,12.62,23.8022937248705,1.02825672804706,0.690394549949617,2740214,865065,216.76,2352,佳世達,98076888,86864897,12.91,2339634,699510,400580,165555
2353,1136485,-12948612,,27965678,0.42,-4.76,21.15,29.8161232223715,1.26655322932471,0.903386403575411,1723925,-12708846,,2353,宏碁,243747167,273496296,-10.88,1893431,-3154236,-169506,-9554610
2356,5201345,5290017,-1.68,35874751,1.45,1.47,15.24,29.6029005373616,1.33412839780174,0.968890033473869,7110195,6744416,5.42,2356,英業達,322928503,326461341,-1.08,4975476,5144660,2134719,1599756
2357,14961605,15758528,-5.06,7427603,20.14,21,198.07,46.5193068172853,1.56340252100485,0.864266661897289,19209045,19697988,-2.48,2357,華碩,339448699,332582478,2.06,15522993,14349326,3686052,5348662
2358,-11124,-64962,,850000,-0.13,-0.76,8.38,76.9896625610095,2.54397112671686,1.18421517470532,-11966,-44580,,2358,廷鑫,1353672,1167538,15.94,-11904,-57678,-62,13098
2361,-57895,-43447,,724634,-0.8,-0.6,0.83,12.6622431018982,0.336774034333143,0.144688234212773,-57357,-43458,,2361,鴻友,158688,198636,-20.11,-80379,-89994,23022,46536
2362,1551252,1508903,2.81,6831630,2.36,2.3,72.75,45.2127116170081,0.524679881770559,0.372227184690706,2310468,2283850,1.17,2362,藍天,14056972,13108420,7.24,2042347,2126342,268121,157508
2364,-161987,-146834,,1901615,-0.88,-0.8,4.14,47.9150540760627,0.878229674665837,0.419913304175472,-161781,-146175,,2364,倫飛,629096,685440,-8.22,-180513,-170889,18732,24714
2365,87743,79174,10.82,3032503,0.29,0.25,14.76,56.1350105958688,1.94882701481577,1.41394091256472,125027,127935,-2.27,2365,昆盈,5683477,6464587,-12.08,51120,139710,73907,-11775
2376,1901891,1956953,-2.81,6268329,3.03,3.13,34.83,65.3165663024979,2.37742855648566,1.43674970697556,2315186,2246091,3.08,2376,技嘉,41486722,38040072,9.06,1582232,1535338,732954,710753
2377,2469519,1447836,70.57,8448562,2.92,1.71,28.11,55.8446787361754,1.96893363133129,1.11640978386297,2928587,1976603,48.16,2377,微星,63193485,51154701,23.53,2729761,1741410,198826,235193
2380,-103866,-224655,,2202244,-0.48,-1.04,16.12,80.7868560173092,3.76385409728812,2.32103724485887,-88644,-234474,,2380,虹光,2144048,2059733,4.09,-127409,-276059,38765,41585
2382,13474704,13130562,2.62,38626274,3.5,3.42,32.23,22.4057295136504,1.23967966883772,0.92118254556772,17970590,17783593,1.05,2382,廣達,674671011,608837488,10.81,10838363,9728443,7132227,8055150
2385,2690573,2773853,-3,6948654,4.1,4.26,30.77,37.3070767705556,1.2457063408739,0.888767230861924,3773262,3722657,1.36,2385,群光,55934464,53509978,4.53,3011055,2924797,762207,797860
2387,476824,89287,434.04,3637803,1.35,0.25,21.27,50.8031973640974,1.67073589373195,1.26529391379641,671028,175596,282.14,2387,精元,11714713,8984853,30.38,687978,247905,-16950,-72309
2395,3674337,3083216,19.17,6301031,5.85,4.96,32.48,69.9261298964468,2.10167982851764,1.43567481931754,4520753,3901297,15.88,2395,研華,26549102,22387581,18.59,4212931,3508262,307822,393035
2397,235751,194410,21.26,1148399,2.05,1.69,24.95,84.124536882294,6.77049934088634,5.58904376424116,292835,235328,24.44,2397,友通,1951242,1773792,10,263729,200672,29106,34656
2399,87147,89618,-2.76,1781000,0.49,0.5,14.48,69.5822344425116,3.00385913716806,2.13798217588054,99696,122404,-18.55,2399,映泰,3512453,3421958,2.64,25121,60768,74575,61636
2405,-235194,346245,,3489593,-0.67,1.01,11.34,66.2329896017457,2.60247759331441,2.09542467620283,-226219,384173,,2405,浩鑫,5495223,12010123,-54.25,-84542,390808,-141677,-6635
2417,-94874,-102422,,1991653,-0.48,-0.5,17.1,92.0968607675735,5.9749915867407,5.5367834707499,-97985,-82255,,2417,圓剛,620384,799322,-22.39,-143247,-132220,45262,49965
2424,-8884,28331,,300000,-0.3,0.94,17.48,95.467396825339,18.8111286642092,3.6969018781815,9330,28331,-67.07,2424,隴華,49328,152236,-67.6,423,25191,8907,3140
2425,193195,261557,-26.14,1092488,1.77,2.39,14.22,74.3179406002754,3.55168466304872,2.93417283249732,207436,263277,-21.21,2425,承啟,4363568,4225853,3.26,188343,249104,19093,14173
2442,100635,79598,26.43,1830686,0.55,0.46,11.42,46.9370433449352,4.58114064877201,1.64662573353619,129794,88115,47.3,2442,新美齊,737030,560073,31.6,38016,3580,91778,84535
2465,-98244,-74170,,1071746,-0.92,-0.69,5.92,40.4264554594789,1.05928694825034,0.477492278372872,-101447,-75476,,2465,麗臺,1573083,1451011,8.41,-97897,-89742,-3550,14266
3002,65104,42964,51.53,1020000,0.64,0.42,12.67,79.6204526912279,13.3708339820437,10.6647568633556,76510,52288,46.32,3002,歐格,378504,338202,11.92,19413,22648,57097,29640
3005,289045,210098,37.58,5820362,0.5,0.36,21.25,56.0795695451653,1.74119792061205,1.21252536532628,404893,386805,4.68,3005,神基,11437184,10964069,4.32,494838,381921,-89945,4884
3013,-22000,54587,,1821710,-0.12,0.3,11.33,59.1600007310699,1.34958641669518,0.902566616788129,-21642,69759,,3013,晟銘電,2181063,1797168,21.36,-60560,65779,38918,3980
3017,574534,180232,218.77,3533101,1.63,0.51,22.16,33.9695065960415,1.32402288337996,0.970000946401552,725662,263717,175.17,3017,奇鋐,17970209,14220976,26.36,436340,264723,289322,-1006
3022,1063305,841050,26.43,3283144,3.43,2.72,21.44,40.1858918470537,1.33714821669237,0.871610860466678,1239223,1042881,18.83,3022,威強電,4864593,3670106,32.55,516844,380395,722379,662486
3046,-224794,-130403,,1205092,-2,-1.16,9.46,59.1412655465331,1.94713079456339,1.54298735628433,-211832,-127586,,3046,建碁,780388,944788,-17.4,-246449,-149379,34617,21793
3057,277849,232328,19.59,1595322,1.74,1.57,14.39,70.9928121275323,2.5352533997159,1.4220332591465,342934,266113,28.87,3057,喬鼎,2810347,2656232,5.8,331969,265333,10965,780
3060,494983,332756,48.75,1742020,2.84,1.94,27.72,66.8998393964754,3.04104221352143,2.48710766989769,673607,485136,38.85,3060,銘異,5244645,4782157,9.67,556939,288323,116668,196813
3231,3000270,4824851,-37.82,24618724,1.27,2.08,27.09,22.5569204047298,1.18720076171009,0.784164657319794,3983408,6320390,-36.98,3231,緯創,417457003,481033815,-13.22,3168510,5204631,814898,1115759
3494,55853,-84877,,1794506,0.32,-0.59,13.12,56.419566250804,1.7748746023003,0.870646637514234,79267,-106026,,3494,誠研,1712731,1500066,14.18,67067,-98584,12200,-7442
3515,390624,847316,-53.9,1150416,3.4,7.37,49.17,75.1373420378943,3.49128334267337,1.35578610900123,422836,1011274,-58.19,3515,華擎,6994669,7934599,-11.85,487265,912536,-64429,98738
3701,-227525,-297793,,3206891,0.71,-0.93,6.28,14.7307411636332,0.898833516130885,0.435272138190047,-315721,-444205,,3701,大眾控,10823465,9050905,19.58,-169633,-492108,-146088,47903
3706,492285,75870,548.85,7696596,0.67,0.1,41.62,66.7857459502823,1.66202756781388,1.02624647125054,697360,72305,864.47,3706,神達,30233050,1704326,1673.9,-398899,-24131,1096259,96436
4915,1212818,687297,76.46,4349172,2.81,1.6,19.54,28.6353766910669,1.20970815332952,0.931199280079107,1622148,928831,74.64,4915,致伸,38804679,31256088,24.15,1506680,743194,115468,185637
4916,12979,132366,-90.19,678990,0.19,2.19,16.89,74.8882644727376,5.07330961478563,3.35458058968813,26730,153385,-82.57,4916,事欣科,1068824,1286713,-16.93,21559,148879,5171,4506
4938,8977549,6175790,45.37,23679105,3.86,2.7,48.08,27.62774222158,1.36153471605776,0.880955556854499,16160023,12785480,26.39,4938,和碩,667792496,683792858,-2.34,17839153,10467427,-1679130,2318053
5215,166155,39044,325.56,543375,3.06,0.72,35.11,77.0306490285142,3.51580804150454,3.10003839169909,234184,49710,371.1,5215,F-科嘉,1474999,1111083,32.75,192009,49205,42175,505
5264,3421714,4356612,-21.46,3397070,10.07,12.9,75.57,63.8017471360621,2.0065686376285,1.65954394418231,4110622,5616729,-26.81,5264,F-鎧勝,22989386,25271907,-9.03,3956070,5657159,154552,-40430
6117,59051,3800,1453.97,886500,0.67,0.04,22.04,53.4085029656328,1.1890520351267,0.783713438337114,73544,18359,300.59,6117,迎廣,2442345,2327327,4.94,61493,5780,12051,12579
6128,199371,168076,18.62,910887,2.19,1.85,18.21,47.2762333233977,0.587879753096467,0.314148824065096,247705,214521,15.47,6128,上福,1395261,1265629,10.24,254298,207806,-6593,6715
6166,459842,335267,37.16,1832905,2.51,1.84,18.63,53.2672950053301,1.58598810155404,0.941324993920905,607878,415199,46.41,6166,凌華,5962060,4877820,22.23,587149,404080,20729,11119
6172,1021,13514,-92.44,466333,0.07,0.3,5.21,42.8637517789856,2.16501130388396,2.02161709045647,3470,13948,-75.12,6172,互億,195524,210346,-7.05,-7669,4496,11139,9452
6206,692342,661313,4.69,1326126,5.24,5.19,28.58,73.1895100234803,3.03517686114043,2.48671388935435,790555,768967,2.81,6206,飛捷,3501302,3073909,13.9,751062,717334,39493,51633
6230,440473,404573,8.87,863434,5.1,4.69,34.91,55.1968879017933,1.88194210635473,1.50835786644113,606997,527168,15.14,6230,超眾,4417465,4522362,-2.32,550594,523364,56403,3804
6235,-196766,-116406,,1614526,-1.22,-0.72,7.57,52.6819722813534,1.06223154244045,0.922085065963492,-196766,-113063,,6235,華孚,1013463,1621433,-37.5,-200672,-138742,3906,25679
6277,563988,540908,4.27,1194711,4.72,4.53,27.21,59.4066743831603,1.7348869795378,1.21920363666169,789426,672181,17.44,6277,宏正,3577656,3348889,6.83,747716,649177,41710,23004
6414,347882,279435,24.49,665303,5.38,4.65,29.78,69.897348661772,3.31507178844693,2.70652457951434,418421,340375,22.93,6414,樺漢,2949028,2395404,23.11,388452,312175,29969,28200
8114,443321,356372,24.4,653451,6.78,5.45,23.45,45.7422438400489,2.40945744010466,1.78448233641086,543043,421626,28.8,8114,振樺電,2142804,1942445,10.31,514027,400246,29016,21380
8163,1671,-32499,,3189020,0.01,-0.1,27.18,49.3705364063623,1.35456988708813,0.754909019398049,15721,-31305,,8163,達方,15751612,17720724,-11.11,-71455,-53371,87176,22066
8210,426422,252636,68.79,1201260,3.56,2.1,20.34,55.7515315474153,1.7732878152708,1.39784288479708,527426,342142,54.15,8210,勤誠,3228640,2775268,16.34,501779,318973,25647,23169
9912,-11483,-26837,,524706,-0.22,-0.52,12.83,76.3575172614058,2.41785189290792,1.08228064679374,-9620,-9404,,9912,偉聯,502045,444673,12.9,-3973,-26653,-5647,17249
26,21899255,25061676,-12.62,545525033,1.53,1.39,17.76,45.5418440819213,1.19858805604805,0.915252085010813,31647148,34424432,-8.07,26,光電類,1274991488,1329505700,-4.1,37963917,46212931,-6316769,-11788499
2323,-1359783,-1724621,,26829098,-0.52,-0.64,10.57,68.6806303898274,1.7298225474924,1.21199747646162,-1326787,-1768026,,2323,中環,11928626,11689643,2.04,-1245035,-1656770,-81752,-111256
2340,425782,322036,32.22,5456621,0.78,0.59,13.54,59.7197704296242,2.35249852120625,1.93843751932426,542518,392455,38.24,2340,光磊,4729327,4832352,-2.13,548992,352305,-6474,40150
2349,-2412027,-1882167,,26154274,-0.94,-0.73,7.14,49.7927933512362,1.42252448960785,0.737627542127578,-2489815,-1964466,,2349,錸德,8862028,11116995,-20.28,-2374573,-1860392,-115242,-104074
2374,8729,369515,-97.64,4731584,0.02,0.82,21.06,58.0505016956263,1.56607445348346,1.13924757742676,34975,402882,-91.32,2374,佳能,17803119,20129014,-11.55,116284,309359,-81309,93523
2384,-18821737,-5829493,,20477784,-9.71,-3.16,4.58,14.8747880735891,0.530164114919944,0.321097741626082,-17295525,-5794762,,2384,勝華,54576139,53133043,2.72,-16646320,-5774057,-649205,-20705
2393,1617013,1102994,46.6,4283991,3.83,2.63,38.1,49.3203482790372,1.76335618771902,1.45280383038737,2026993,1513694,33.91,2393,億光,22426624,17947638,24.96,2022405,1554161,4588,-40467
2406,95594,-316935,,3073964,0.32,-1.09,18.09,35.3412715844877,2.42607440310938,1.58604935242695,680552,-92811,,2406,國碩,9733656,5942940,63.79,362213,69007,318339,-161818
2409,11624206,3239899,258.78,96242451,1.21,0.35,18.16,37.9666163034362,1.10335764033445,0.808761020677356,12047262,3690195,226.47,2409,友達,302730204,313659785,-3.48,13342195,7217386,-1294933,-3527191
